"age","dob_year","gender","friend_count","likes","likes_received"
21,1992,"female",601,538,419
15,1998,"female",566,639,157
24,1989,"male",637,441,103
59,1954,"male",253,132,286
28,1985,"male",496,436,513
16,1997,"female",386,196,145
38,1975,"female",118,190,165
21,1992,"female",1007,691,395
19,1994,"male",105,230,205
18,1995,"female",540,647,1062
18,1995,"female",3989,119,596
28,1985,"female",124,250,538
21,1992,"female",427,141,230
62,1951,"female",126,345,106
51,1962,"male",424,457,238
42,1971,"male",118,1783,370
21,1992,"female",378,468,668
36,1977,"female",223,444,802
18,1995,"female",104,616,224
22,1991,"female",78,841,698
23,1990,"female",1124,399,360
21,1992,"female",2207,2213,2138
18,1995,"female",450,305,160
22,1991,"female",129,346,233
20,1993,"male",2858,640,2552
36,1977,"female",125,225,166
58,1955,"female",819,1669,228
40,1973,"female",449,288,285
21,1992,"male",797,247,181
27,1986,"male",85,441,168
15,1998,"female",1016,217,512
20,1993,"female",93,573,296
45,1968,"female",272,189,380
34,1979,"female",232,425,594
19,1994,"female",160,690,578
19,1994,"female",1073,309,432
38,1975,"female",204,118,231
60,1953,"female",186,2481,1576
18,1995,"male",575,1053,527
26,1987,"male",94,262,272
21,1992,"male",1119,1893,3170
47,1966,"female",120,159,145
62,1951,"male",461,1939,1092
16,1997,"female",426,246,264
24,1989,"male",1587,347,953
17,1996,"female",1356,261,211
18,1995,"male",2191,3150,2344
31,1982,"female",413,739,504
16,1997,"male",175,917,772
21,1992,"female",195,158,193
64,1949,"female",147,1624,837
18,1995,"male",1155,499,394
47,1966,"male",103,304,110
25,1988,"female",309,263,394
45,1968,"female",119,217,139
14,1999,"female",327,135,175
25,1988,"male",353,436,179
58,1955,"female",88,347,142
18,1995,"male",459,142,110
52,1961,"female",167,1387,1927
39,1974,"male",174,127,411
23,1990,"female",272,170,394
55,1958,"female",106,1734,594
18,1995,"male",61,246,169
44,1969,"female",574,517,606
25,1988,"female",1626,1309,1130
32,1981,"female",105,323,251
23,1990,"female",258,330,288
17,1996,"male",949,1942,1727
24,1989,"male",950,119,247
51,1962,"female",172,1352,814
22,1991,"male",324,230,285
50,1963,"female",250,295,242
34,1979,"female",163,358,131
37,1976,"female",181,1497,919
16,1997,"male",180,266,178
16,1997,"male",387,1066,2168
21,1992,"female",1081,323,497
46,1967,"female",137,796,451
20,1993,"female",110,166,229
26,1987,"female",241,313,195
27,1986,"female",252,366,204
29,1984,"male",524,249,282
31,1982,"female",224,552,301
17,1996,"female",3504,147,373
23,1990,"female",179,651,112
51,1962,"female",110,181,153
25,1988,"female",525,136,278
29,1984,"male",248,186,202
16,1997,"female",221,249,147
30,1983,"male",336,133,225
20,1993,"female",246,166,136
27,1986,"male",476,284,388
18,1995,"female",4544,421,1158
19,1994,"female",855,1529,680
59,1954,"female",170,889,545
23,1990,"female",559,829,1066
48,1965,"female",645,616,153
60,1953,"female",71,140,180
21,1992,"female",210,811,166
18,1995,"male",1354,126,140
15,1998,"female",517,985,1815
18,1995,"female",808,4179,2318
20,1993,"female",406,1018,1955
30,1983,"female",698,438,400
33,1980,"female",386,726,444
20,1993,"female",298,557,149
22,1991,"female",1126,143,281
21,1992,"female",371,804,585
20,1993,"male",327,272,416
15,1998,"female",678,385,344
55,1958,"female",97,422,368
22,1991,"male",646,421,468
23,1990,"female",52,332,1105
61,1952,"female",216,1002,583
18,1995,"female",453,639,146
20,1993,"female",309,2124,1007
23,1990,"male",163,699,530
63,1950,"male",197,151,120
23,1990,"male",367,215,109
26,1987,"female",268,174,741
27,1986,"male",366,413,248
19,1994,"female",854,1247,268
25,1988,"female",109,800,212
14,1999,"female",588,351,298
19,1994,"female",1817,339,723
33,1980,"female",132,293,542
44,1969,"female",75,267,219
30,1983,"female",266,583,358
25,1988,"male",674,534,1252
30,1983,"male",442,1665,3292
22,1991,"male",363,138,135
15,1998,"female",597,196,138
19,1994,"female",126,168,330
15,1998,"female",4475,120,500
43,1970,"female",289,1157,626
17,1996,"female",760,535,491
40,1973,"female",65,1225,561
21,1992,"female",1742,513,1805
31,1982,"female",693,327,1407
17,1996,"female",381,267,507
25,1988,"female",177,707,482
21,1992,"female",55,867,655
33,1980,"female",558,1679,285
31,1982,"female",407,238,614
28,1985,"male",171,102,220
54,1959,"female",77,285,596
16,1997,"female",609,235,104
54,1959,"female",63,469,243
17,1996,"female",337,102,351
16,1997,"female",168,1376,577
15,1998,"female",503,122,293
63,1950,"male",207,205,145
30,1983,"male",1351,427,1504
18,1995,"male",181,217,107
43,1970,"female",164,619,107
49,1964,"female",83,262,140
17,1996,"female",947,506,3982
35,1978,"male",130,471,297
18,1995,"female",1051,1108,699
42,1971,"female",91,149,109
18,1995,"male",351,294,256
15,1998,"female",354,162,103
19,1994,"female",1893,2112,1287
27,1986,"female",169,229,384
20,1993,"female",444,1482,784
14,1999,"female",1186,1717,2136
14,1999,"female",239,301,222
50,1963,"male",700,1147,607
58,1955,"female",778,1677,1297
32,1981,"male",671,823,310
18,1995,"female",232,763,367
19,1994,"female",250,2319,1778
49,1964,"female",136,183,413
33,1980,"male",249,158,108
31,1982,"female",424,168,300
16,1997,"male",945,2195,2249
38,1975,"female",75,745,523
51,1962,"male",105,198,128
47,1966,"female",214,242,112
18,1995,"female",703,770,564
14,1999,"female",250,336,347
16,1997,"male",200,943,2652
19,1994,"male",279,345,176
19,1994,"female",115,168,181
30,1983,"male",53,403,344
24,1989,"male",133,930,252
41,1972,"female",605,172,181
26,1987,"female",117,278,111
26,1987,"female",172,702,242
29,1984,"female",88,217,119
65,1948,"female",92,459,172
20,1993,"female",503,1121,564
15,1998,"female",324,405,247
57,1956,"female",195,1905,309
24,1989,"female",363,432,158
21,1992,"male",756,121,453
19,1994,"female",925,1844,242
53,1960,"female",1046,1155,1655
25,1988,"female",555,3876,1769
20,1993,"female",783,392,597
19,1994,"female",585,105,138
27,1986,"female",1413,163,215
19,1994,"female",899,670,553
52,1961,"female",107,371,107
23,1990,"female",1078,396,1165
31,1982,"female",505,198,207
17,1996,"female",211,342,423
13,2000,"female",458,1786,722
19,1994,"female",533,1609,895
17,1996,"male",898,285,117
20,1993,"female",493,481,516
25,1988,"male",218,187,310
23,1990,"female",62,465,520
18,1995,"female",123,312,242
41,1972,"female",159,165,140
65,1948,"male",566,622,119
45,1968,"male",332,121,140
19,1994,"female",122,1603,266
16,1997,"female",130,380,529
17,1996,"female",1084,3074,4553
34,1979,"female",107,317,211
24,1989,"female",240,108,153
27,1986,"female",77,319,177
64,1949,"male",133,663,135
38,1975,"female",1158,1389,1431
35,1978,"female",116,412,364
26,1987,"female",2832,1954,4671
61,1952,"female",74,627,195
58,1955,"male",313,233,209
65,1948,"female",101,543,114
24,1989,"female",2039,1390,1546
21,1992,"female",298,619,500
59,1954,"male",240,281,111
16,1997,"female",133,3065,1397
44,1969,"female",345,279,825
26,1987,"female",95,315,344
31,1982,"female",126,502,308
56,1957,"female",207,1029,224
24,1989,"male",231,272,221
46,1967,"female",1083,544,1219
28,1985,"female",287,174,144
21,1992,"female",430,199,330
46,1967,"female",359,1625,588
29,1984,"female",319,147,204
18,1995,"female",185,1037,471
50,1963,"male",490,587,299
19,1994,"female",931,416,937
61,1952,"female",230,463,520
18,1995,"female",315,884,356
42,1971,"male",224,723,165
22,1991,"female",954,2028,2823
48,1965,"female",143,137,374
29,1984,"female",119,174,192
28,1985,"female",823,446,556
30,1983,"male",175,564,118
25,1988,"female",444,2616,1889
36,1977,"female",276,1307,1400
19,1994,"female",997,155,188
57,1956,"female",149,916,369
49,1964,"female",121,375,215
63,1950,"male",81,171,108
42,1971,"female",492,1177,4622
14,1999,"female",586,2190,442
18,1995,"female",759,2418,678
32,1981,"female",105,562,282
32,1981,"male",1064,689,168
15,1998,"female",671,118,104
18,1995,"male",518,4952,2907
25,1988,"female",128,586,178
37,1976,"male",317,549,464
38,1975,"male",211,320,243
36,1977,"female",172,427,184
43,1970,"female",224,106,120
31,1982,"male",225,1018,1594
26,1987,"female",76,972,148
14,1999,"female",681,870,754
22,1991,"male",99,416,182
62,1951,"female",335,618,656
18,1995,"male",146,1999,345
19,1994,"female",3118,724,3589
18,1995,"female",540,154,430
18,1995,"female",167,480,173
40,1973,"female",149,358,142
21,1992,"male",183,128,203
19,1994,"female",808,1160,179
55,1958,"female",297,524,627
23,1990,"female",552,128,132
54,1959,"female",280,424,630
15,1998,"male",977,3651,2053
18,1995,"male",126,123,156
47,1966,"female",179,531,269
66,1947,"male",377,339,483
25,1988,"female",173,2174,485
42,1971,"male",400,1171,1190
43,1970,"female",116,287,174
58,1955,"female",957,1309,530
24,1989,"female",90,1071,745
19,1994,"female",59,2157,501
17,1996,"female",292,269,345
65,1948,"female",198,219,281
50,1963,"male",183,310,752
17,1996,"male",86,275,638
60,1953,"female",61,1155,782
16,1997,"female",177,423,157
20,1993,"female",1074,377,408
24,1989,"female",726,104,507
56,1957,"female",199,261,278
66,1947,"female",240,754,932
41,1972,"male",379,387,268
30,1983,"male",222,239,178
27,1986,"male",157,329,124
19,1994,"female",494,109,192
47,1966,"female",95,420,344
29,1984,"female",217,404,230
15,1998,"female",432,1755,1028
14,1999,"female",692,290,289
63,1950,"female",87,574,214
18,1995,"female",538,812,902
19,1994,"female",749,987,1080
62,1951,"male",91,442,204
18,1995,"female",1823,147,1352
47,1966,"female",124,771,241
27,1986,"female",333,472,585
20,1993,"female",173,737,510
37,1976,"female",243,358,305
24,1989,"male",355,207,131
16,1997,"female",432,1022,897
31,1982,"female",253,1052,296
24,1989,"male",879,532,190
18,1995,"female",240,226,118
19,1994,"male",3639,514,962
60,1953,"female",91,230,152
64,1949,"female",307,1071,160
54,1959,"female",175,644,566
52,1961,"female",94,182,182
32,1981,"female",92,102,159
18,1995,"female",253,1762,233
31,1982,"female",147,492,327
26,1987,"male",875,866,266
66,1947,"female",207,593,211
22,1991,"female",2223,280,630
34,1979,"male",228,193,281
60,1953,"male",115,204,236
16,1997,"male",634,629,475
56,1957,"female",62,364,291
21,1992,"male",795,1626,1744
57,1956,"female",119,913,398
15,1998,"female",4080,3306,3069
24,1989,"female",226,359,418
65,1948,"female",167,1284,160
22,1991,"female",170,956,543
24,1989,"male",118,152,102
21,1992,"female",1757,149,558
47,1966,"female",187,1243,1399
62,1951,"female",71,252,124
24,1989,"male",704,302,555
20,1993,"female",420,163,150
38,1975,"female",211,160,250
18,1995,"female",607,594,1320
17,1996,"male",1673,554,376
19,1994,"female",186,2952,2062
21,1992,"male",113,420,222
34,1979,"female",390,520,475
22,1991,"male",993,815,1362
21,1992,"male",606,2767,880
55,1958,"female",199,799,304
33,1980,"female",222,196,110
19,1994,"male",908,965,2507
19,1994,"female",205,370,342
17,1996,"female",656,132,185
21,1992,"female",556,311,204
49,1964,"female",352,155,233
24,1989,"female",1812,176,302
16,1997,"female",577,1006,1287
31,1982,"female",252,1044,540
52,1961,"female",71,494,694
63,1950,"female",161,403,648
61,1952,"female",221,215,178
43,1970,"female",823,411,491
30,1983,"male",105,622,902
33,1980,"female",163,174,257
20,1993,"female",75,272,308
17,1996,"female",3521,2583,4389
15,1998,"male",952,305,140
30,1983,"female",299,397,357
15,1998,"female",123,111,191
25,1988,"male",271,161,224
25,1988,"male",71,260,130
17,1996,"female",4584,108,682
26,1987,"male",186,236,159
19,1994,"male",1058,377,581
25,1988,"male",125,237,763
28,1985,"female",63,406,180
15,1998,"female",66,717,259
17,1996,"female",298,863,1497
30,1983,"female",167,276,127
38,1975,"male",246,158,298
25,1988,"female",362,108,324
27,1986,"female",254,417,502
25,1988,"male",61,314,303
56,1957,"female",105,1026,344
24,1989,"male",158,649,215
55,1958,NA,104,113,103
19,1994,"female",180,1565,623
17,1996,"female",394,852,816
54,1959,"female",355,328,650
58,1955,"female",260,105,238
31,1982,"male",143,387,139
55,1958,"female",66,162,127
16,1997,"female",928,1342,1261
23,1990,"female",207,168,264
62,1951,"female",92,338,550
16,1997,"female",2121,2308,3359
26,1987,"female",1656,848,4223
18,1995,"male",1282,632,570
34,1979,"male",115,1944,448
24,1989,"female",243,265,162
31,1982,"male",475,937,449
24,1989,"male",443,213,468
65,1948,"female",477,760,289
65,1948,"female",133,353,221
24,1989,"female",540,490,555
15,1998,"male",701,243,219
26,1987,"male",319,157,353
33,1980,"female",54,613,135
25,1988,"female",1281,154,429
22,1991,"male",4037,147,2997
17,1996,"female",589,4348,3446
29,1984,"female",605,529,979
18,1995,"female",154,390,172
25,1988,"female",120,441,464
14,1999,"female",955,2065,2493
15,1998,"male",235,490,292
59,1954,"female",79,104,123
61,1952,"female",173,600,241
18,1995,"female",1663,854,649
21,1992,"female",537,2237,469
56,1957,"female",71,155,352
16,1997,"female",1057,151,108
51,1962,"female",139,281,160
22,1991,"female",249,462,331
21,1992,"female",79,1078,1648
56,1957,"male",51,1157,109
18,1995,"female",684,214,348
19,1994,"female",1676,2247,2506
26,1987,"male",147,332,655
18,1995,"female",1134,4583,2737
21,1992,"female",4211,569,1277
27,1986,"female",153,455,203
58,1955,"female",69,2480,1653
51,1962,"female",463,3884,2283
23,1990,"female",183,785,400
28,1985,"female",147,276,129
16,1997,"female",658,1185,509
14,1999,"female",2023,296,3400
56,1957,"female",105,1301,431
45,1968,"female",389,145,509
17,1996,"female",157,2041,518
17,1996,"male",159,170,376
21,1992,"female",361,118,297
65,1948,"male",168,153,146
14,1999,"female",319,567,788
63,1950,"male",118,1218,171
23,1990,"female",172,324,576
56,1957,"male",234,1523,620
28,1985,"female",403,4123,933
26,1987,"male",466,109,317
39,1974,"female",210,239,391
24,1989,"male",361,850,204
23,1990,"female",239,488,107
20,1993,"female",158,338,198
16,1997,"female",1288,1227,1214
54,1959,"female",161,303,205
19,1994,"female",2560,3585,773
14,1999,"female",569,1395,318
35,1978,"female",81,183,212
47,1966,"female",96,432,324
24,1989,"male",1368,462,2511
29,1984,"male",1027,768,1537
28,1985,"female",387,428,237
20,1993,"male",319,245,281
58,1955,"female",943,226,1516
31,1982,"male",76,233,123
20,1993,"male",395,263,355
39,1974,"male",85,232,300
21,1992,"male",1010,222,250
27,1986,"female",366,189,250
30,1983,"female",112,162,133
39,1974,"female",428,180,318
16,1997,"female",1818,241,402
15,1998,"male",108,495,255
26,1987,"male",1824,3101,590
21,1992,"male",156,472,293
40,1973,"female",85,1208,543
22,1991,"female",404,676,150
44,1969,"female",298,122,137
24,1989,"female",498,521,206
40,1973,"female",245,1016,657
63,1950,"female",490,216,198
40,1973,"female",116,3630,898
60,1953,"female",128,257,189
14,1999,"female",173,283,565
16,1997,"female",609,716,1084
23,1990,"male",718,360,155
55,1958,"female",296,287,177
33,1980,"female",342,1196,904
25,1988,"female",262,110,125
18,1995,"female",214,465,195
59,1954,"female",274,566,146
29,1984,"female",196,198,337
53,1960,"female",346,1270,1252
18,1995,"male",2609,251,283
61,1952,"female",71,327,154
23,1990,"female",547,396,351
19,1994,"male",111,1425,327
14,1999,"female",955,1931,1255
22,1991,"female",390,342,573
56,1957,"male",210,1347,247
33,1980,"male",84,709,664
23,1990,"male",797,471,1569
20,1993,"female",289,928,236
23,1990,"male",325,181,154
17,1996,"female",224,1082,370
25,1988,"male",190,606,237
19,1994,"male",938,2094,2379
44,1969,"female",77,128,125
21,1992,"female",826,133,227
47,1966,"male",62,141,105
38,1975,"male",401,150,408
16,1997,"female",756,1078,1709
20,1993,"female",99,547,176
40,1973,"female",64,115,284
49,1964,"female",601,568,555
55,1958,"female",522,1384,299
19,1994,"female",832,957,1258
16,1997,"female",181,359,383
14,1999,"female",846,2041,2208
20,1993,"female",396,174,293
16,1997,"female",1060,693,921
16,1997,"male",616,192,154
21,1992,"female",183,553,165
40,1973,"male",57,183,127
17,1996,"female",624,237,404
64,1949,"female",121,245,159
59,1954,"female",92,560,395
19,1994,"female",1277,935,1079
23,1990,"female",268,158,109
29,1984,"female",434,472,511
55,1958,"female",268,334,451
36,1977,"female",64,176,181
24,1989,"female",145,510,420
17,1996,"male",198,335,248
25,1988,"female",222,516,567
50,1963,"female",185,2554,466
20,1993,"female",271,628,165
26,1987,"male",281,1031,326
19,1994,"female",1751,115,206
29,1984,"female",196,420,501
29,1984,"female",197,156,104
33,1980,"female",282,414,637
19,1994,"female",850,444,474
55,1958,"female",165,171,118
22,1991,"female",656,166,377
18,1995,"female",429,102,192
39,1974,"female",196,422,180
19,1994,"female",515,590,720
52,1961,"female",416,310,678
15,1998,"female",143,589,101
27,1986,"male",618,3224,1409
38,1975,"male",109,507,111
20,1993,"female",722,2227,899
17,1996,"female",1484,158,264
49,1964,"female",298,653,967
41,1972,"female",103,242,415
66,1947,"male",141,740,492
19,1994,"female",615,1265,842
39,1974,"female",775,256,213
58,1955,"female",331,217,342
17,1996,"female",402,2336,2447
62,1951,"male",81,2607,387
27,1986,"male",724,905,973
26,1987,"male",197,113,122
33,1980,"male",207,1227,181
20,1993,"female",58,157,241
21,1992,"female",485,1977,989
16,1997,"female",2339,446,1046
36,1977,"male",2561,127,1893
16,1997,"female",657,592,131
41,1972,"male",101,332,541
40,1973,"female",217,332,191
28,1985,"male",318,283,284
47,1966,"female",299,655,369
65,1948,"female",214,257,160
44,1969,"male",77,122,111
45,1968,"male",170,502,224
64,1949,"female",225,665,129
19,1994,"female",580,530,448
64,1949,"male",555,586,654
23,1990,"female",272,985,362
31,1982,"female",118,141,268
17,1996,"female",239,113,237
33,1980,"female",372,1151,640
64,1949,"female",1078,1138,2251
16,1997,"female",119,541,551
47,1966,"female",436,1746,727
18,1995,"female",378,367,607
16,1997,"female",379,722,112
34,1979,"male",162,835,340
60,1953,"female",357,329,841
25,1988,"female",107,183,130
23,1990,"female",564,363,407
20,1993,"female",743,889,1823
17,1996,"female",1264,121,319
20,1993,"male",424,116,101
20,1993,"female",260,1924,2145
19,1994,"female",138,1255,290
54,1959,"male",485,600,261
18,1995,"male",172,952,190
28,1985,"male",635,226,138
43,1970,"male",174,167,119
19,1994,"female",142,189,208
37,1976,"male",252,881,196
16,1997,"female",203,1660,323
61,1952,"female",170,266,314
18,1995,"female",390,421,392
22,1991,"female",456,521,617
24,1989,"female",998,276,200
18,1995,"female",349,351,693
28,1985,"male",994,414,187
22,1991,"male",484,268,174
34,1979,"female",249,503,247
25,1988,"female",543,627,1043
19,1994,"female",519,127,240
24,1989,"female",286,230,262
29,1984,"male",150,345,246
18,1995,"female",125,579,640
66,1947,"female",70,224,241
48,1965,"female",167,2184,828
18,1995,"female",211,534,749
28,1985,"male",311,398,123
60,1953,"female",56,206,303
27,1986,"male",312,514,332
62,1951,"male",101,474,528
21,1992,"female",391,1054,276
20,1993,"female",211,1262,1073
22,1991,"female",403,342,240
18,1995,"male",620,807,401
32,1981,"female",209,102,142
26,1987,"male",326,977,182
46,1967,"female",190,793,448
39,1974,"female",357,118,266
20,1993,"male",584,338,206
49,1964,"female",95,749,911
16,1997,"male",798,496,241
38,1975,"female",87,371,275
28,1985,"female",85,171,171
55,1958,"female",351,161,201
15,1998,"female",2043,135,541
15,1998,"female",358,512,1012
15,1998,"female",643,791,2500
18,1995,"male",70,246,259
33,1980,"female",431,2619,515
16,1997,"male",3556,644,1381
27,1986,"female",106,316,111
18,1995,"male",199,496,166
19,1994,"female",4507,202,1185
62,1951,"female",290,749,566
30,1983,"male",117,199,160
30,1983,"male",605,830,262
56,1957,"male",166,372,102
14,1999,"female",1120,600,485
15,1998,"female",903,1229,1018
18,1995,"male",386,434,592
24,1989,"female",461,392,262
21,1992,"male",334,132,121
25,1988,"female",371,618,1294
15,1998,"female",1586,1378,1743
16,1997,"female",935,620,1153
48,1965,"female",115,1172,579
25,1988,"female",459,245,3833
38,1975,"male",226,289,1420
25,1988,"female",169,449,290
31,1982,"female",293,140,195
36,1977,"female",308,3191,1432
31,1982,"female",456,237,854
16,1997,"female",1442,225,513
22,1991,"female",151,358,140
57,1956,"male",312,373,189
54,1959,"female",119,544,122
39,1974,"female",112,119,109
48,1965,"male",225,329,996
61,1952,"female",102,178,719
23,1990,"male",2211,3294,546
19,1994,"female",692,719,115
31,1982,"female",161,511,515
18,1995,"male",1356,123,149
19,1994,"female",1236,256,478
50,1963,"female",64,498,370
46,1967,"female",106,280,135
44,1969,"male",58,136,144
23,1990,"female",458,229,187
38,1975,"female",307,409,528
20,1993,"male",2763,1367,3632
28,1985,"female",284,1245,247
21,1992,"female",648,475,179
53,1960,"female",112,2028,953
25,1988,"female",904,1511,900
58,1955,"female",133,618,278
14,1999,"male",329,410,479
34,1979,"female",238,398,102
14,1999,"female",713,567,981
55,1958,"female",60,780,247
54,1959,"female",334,414,190
38,1975,"female",215,176,173
27,1986,"female",143,173,445
65,1948,"female",227,222,127
20,1993,"female",542,183,285
23,1990,"female",3993,2112,4548
23,1990,"female",1574,208,490
20,1993,"male",71,297,198
15,1998,"female",311,264,446
20,1993,"female",180,278,512
54,1959,"male",161,470,110
17,1996,"female",332,189,219
48,1965,"male",160,1885,230
26,1987,"female",337,1100,1002
22,1991,"male",1280,4442,3338
50,1963,"female",86,140,110
17,1996,"male",682,474,149
24,1989,"female",892,1472,479
18,1995,"male",200,706,230
18,1995,"male",1515,133,338
66,1947,"female",248,779,838
49,1964,"female",398,366,190
50,1963,"female",173,392,279
15,1998,"female",522,647,481
57,1956,"female",163,232,439
61,1952,"female",883,581,285
15,1998,"female",87,185,321
16,1997,"male",1465,215,841
23,1990,"male",381,310,626
17,1996,"male",443,124,187
51,1962,"female",263,180,512
64,1949,"female",301,615,352
19,1994,"female",316,1378,810
21,1992,"male",433,188,156
27,1986,"female",714,264,1009
18,1995,"female",1124,526,178
48,1965,"female",133,165,189
23,1990,"male",990,1606,908
21,1992,"female",401,526,339
15,1998,"female",309,834,603
18,1995,"male",91,207,285
61,1952,"female",614,251,243
30,1983,"female",71,724,130
60,1953,"female",126,544,265
25,1988,"female",60,659,182
18,1995,"female",470,220,583
21,1992,"male",1649,541,1057
22,1991,"female",187,249,227
50,1963,"male",355,125,108
34,1979,"male",65,126,148
32,1981,"female",541,560,723
15,1998,"female",913,186,657
65,1948,"male",202,601,940
37,1976,"female",351,1514,659
20,1993,"male",973,1254,742
19,1994,"female",569,2132,1147
28,1985,"female",109,106,153
14,1999,"male",483,367,204
15,1998,"female",702,740,365
58,1955,"female",194,287,165
19,1994,"female",490,4288,1243
20,1993,"male",489,1368,1793
18,1995,"female",139,605,1072
19,1994,"female",296,286,211
17,1996,"female",1139,254,179
49,1964,"female",120,237,160
25,1988,"female",550,1868,2676
28,1985,"female",116,334,285
27,1986,"female",331,147,155
55,1958,"male",151,273,393
50,1963,"female",138,2104,360
28,1985,"female",82,835,529
19,1994,"female",1129,1233,2160
50,1963,"female",101,978,264
54,1959,"female",157,368,150
52,1961,"female",161,1387,612
23,1990,"female",616,159,132
21,1992,"male",138,303,263
15,1998,"male",548,232,190
30,1983,"female",229,868,453
17,1996,"female",1224,1279,2432
19,1994,"female",660,1139,257
53,1960,"female",144,838,691
23,1990,"male",312,186,145
18,1995,"female",112,150,191
18,1995,"female",3728,444,574
18,1995,"male",366,1125,1536
47,1966,"female",332,3776,1966
18,1995,"female",250,351,324
16,1997,"female",1535,2203,3048
61,1952,"male",732,1684,3010
61,1952,"female",165,767,132
57,1956,"female",573,914,682
15,1998,"female",1150,173,154
37,1976,"female",159,919,119
22,1991,"male",250,444,194
33,1980,"female",300,608,613
21,1992,"male",1038,578,721
17,1996,"male",457,586,861
32,1981,"female",75,2333,1440
58,1955,"male",62,833,145
24,1989,"female",676,412,407
31,1982,"female",75,238,185
27,1986,"male",120,721,410
21,1992,"female",148,138,157
22,1991,"female",1031,431,579
22,1991,"male",391,265,497
31,1982,"female",247,127,127
18,1995,"male",866,2855,668
17,1996,"male",680,116,604
23,1990,"male",336,862,140
19,1994,"male",1019,385,599
33,1980,"female",142,398,179
44,1969,"female",261,200,291
47,1966,"female",556,1214,642
32,1981,"male",209,435,610
29,1984,"female",753,315,1062
19,1994,"female",75,1355,1288
26,1987,"male",768,913,304
18,1995,"female",622,1182,1427
18,1995,"male",255,794,383
26,1987,"female",1150,313,679
18,1995,"female",1014,2219,1429
32,1981,"female",120,328,167
14,1999,"female",289,504,184
47,1966,"female",110,306,335
25,1988,"female",966,781,1278
46,1967,"female",224,178,210
43,1970,"female",102,1759,283
20,1993,"female",305,176,195
63,1950,"male",1713,2652,1719
17,1996,"female",260,1409,1424
40,1973,"female",88,244,202
55,1958,"female",73,727,288
14,1999,"female",1423,836,862
42,1971,"male",55,108,159
17,1996,"female",211,549,534
15,1998,"female",465,300,241
19,1994,"female",74,587,759
35,1978,"female",666,110,306
38,1975,"female",231,122,218
18,1995,"female",286,195,506
17,1996,"male",377,461,116
60,1953,"female",99,215,102
26,1987,"male",235,422,167
34,1979,"female",742,247,137
16,1997,"female",112,151,164
17,1996,"male",371,4073,1027
40,1973,"female",133,211,244
37,1976,"female",122,539,343
33,1980,"female",60,889,948
52,1961,"female",74,202,143
38,1975,"female",60,1003,1509
20,1993,"female",1080,567,636
15,1998,"female",469,3841,1088
20,1993,"female",4540,1169,482
22,1991,"female",182,334,401
20,1993,"male",232,170,854
23,1990,"female",829,260,256
20,1993,"female",1041,259,1163
19,1994,"female",841,415,861
32,1981,"female",157,178,130
48,1965,"female",219,302,312
25,1988,"male",748,287,221
17,1996,"male",503,138,121
49,1964,"female",179,188,123
18,1995,"male",1422,746,3569
52,1961,"male",79,101,136
23,1990,"female",339,265,343
24,1989,"female",263,391,310
55,1958,"female",88,936,250
27,1986,"female",310,495,492
17,1996,"female",870,400,363
17,1996,"male",473,1414,452
45,1968,"male",66,142,137
51,1962,"male",633,284,378
20,1993,"female",266,197,244
15,1998,"female",218,933,1225
21,1992,"male",1277,1750,3205
64,1949,"female",181,1580,721
54,1959,"female",151,195,153
58,1955,"male",83,1007,770
34,1979,"female",254,212,329
16,1997,"male",662,185,110
54,1959,"male",321,207,118
14,1999,"female",232,123,224
17,1996,"female",1132,231,414
54,1959,"female",405,206,106
25,1988,"female",191,302,182
33,1980,"female",114,480,422
20,1993,"male",982,2124,1506
47,1966,"female",160,647,974
25,1988,"female",225,650,470
14,1999,"male",496,373,198
14,1999,"female",1019,148,156
35,1978,"female",151,309,271
19,1994,"female",92,829,545
36,1977,"male",126,185,386
63,1950,"female",132,321,237
61,1952,"female",162,326,120
47,1966,"female",1414,332,617
17,1996,"male",1037,112,200
62,1951,"female",407,987,118
31,1982,"male",61,548,153
34,1979,"female",166,174,461
45,1968,"female",138,449,116
18,1995,"female",1067,132,340
63,1950,"female",1297,343,447
18,1995,"female",1034,493,2545
24,1989,"female",747,869,961
51,1962,"female",445,195,128
20,1993,"male",67,132,124
18,1995,"female",3330,513,4187
26,1987,"female",244,690,148
16,1997,"female",356,113,203
14,1999,"female",1354,570,128
60,1953,"female",486,2792,892
56,1957,"female",72,1023,204
20,1993,"female",564,733,401
21,1992,"female",395,377,660
48,1965,"female",252,853,522
36,1977,"male",88,156,105
63,1950,"female",139,461,152
27,1986,"female",347,132,126
22,1991,"female",279,1092,742
37,1976,"female",375,798,636
44,1969,"female",379,4218,2413
55,1958,"female",473,709,548
23,1990,"female",61,213,193
19,1994,"male",355,131,108
50,1963,"female",143,141,102
53,1960,"female",108,782,210
27,1986,"female",122,403,510
25,1988,"male",140,267,568
19,1994,"female",595,759,943
23,1990,"female",467,654,425
42,1971,"female",131,262,245
27,1986,"female",464,165,512
44,1969,"female",64,405,373
18,1995,"female",856,749,671
45,1968,"female",162,133,110
21,1992,"female",151,156,414
26,1987,"female",176,715,811
27,1986,"female",717,444,267
30,1983,"female",161,288,242
66,1947,"male",173,461,372
50,1963,"male",3681,463,3801
18,1995,"male",186,262,160
31,1982,"female",1037,2883,572
18,1995,"female",535,236,804
14,1999,"female",321,1687,383
27,1986,"female",178,169,384
